STATUS,ISOTYPE,CDR3_AA_LENGTH,CDR3_AA_GRAVY,CDR3_AA_BASIC,CDR3_AA_ACIDIC,CDR3_AA_AROMATIC,CDR3_AA_ALIPHATIC,CDR3_AA_POLARITY
SLE,IgG,15,0.7266666666666667,0.06666666666666667,0.26666666666666666,0.06666666666666667,1.3,8.56
SLE,IgM,15,-0.2733333333333334,0.06666666666666667,0.13333333333333333,0.26666666666666666,0.46,8.373333333333333
SLE,IgD,15,-0.3066666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.7200000000000001,8.6
HC,IgG,15,-1.0466666666666666,0.13333333333333333,0.2,0.2,0.06666666666666667,9.2
SLE,IgG,15,0.74,0,0.13333333333333333,0,0.6533333333333334,8.153333333333332
SLE,IgG,15,-0.020000000000000004,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.9133333333333333,8.713333333333333
SLE,IgD,15,0.32,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.5866666666666667,8.053333333333333
SLE,IgM,15,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.7200000000000001,8.153333333333332
SLE,IgD,15,-0.046666666666666676,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.8466666666666666,8.5
SLE,IgD,15,1.2,0.06666666666666667,0.06666666666666667,0.13333333333333333,1.3,7.48
SLE,IgD,15,-0.3,0.2,0.13333333333333333,0,0.7200000000000001,8.9
SLE,IgD,15,-1.1,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.39333333333333337,9.506666666666666
SLE,IgM,15,-0.7,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.6533333333333334,8.846666666666666
HC,IgD,15,-0.7333333333333333,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.9133333333333333,9.246666666666666
HC,IgD,14,-0.6714285714285715,0,0.14285714285714285,0.21428571428571427,0.20714285714285713,8.342857142857143
SLE,IgD,15,-0.9333333333333333,0.2,0.13333333333333333,0.2,0.39333333333333337,8.866666666666667
SLE,IgM,15,-0.20000000000000007,0.13333333333333333,0.26666666666666666,0.2,0.9133333333333333,8.553333333333335
SLE,IgG,15,-0.22000000000000003,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.7799999999999999,8.139999999999999
SLE,IgM,15,-0.5066666666666667,0.06666666666666667,0.13333333333333333,0.2,0.39333333333333337,8.593333333333334
SLE,IgD,15,-0.6733333333333333,0.2,0.13333333333333333,0.2,0.3266666666666667,9.253333333333334
SLE,IgM,15,-0.58,0.06666666666666667,0.2,0.06666666666666667,0.52,8.793333333333333
SLE,IgM,14,-0.45000000000000007,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.35000000000000003,8.742857142857144
SLE,IgM,14,-0.39285714285714285,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.4928571428571429,8.585714285714285
SLE,IgG,15,-0.7333333333333333,0.13333333333333333,0.2,0.2,0.46,8.913333333333332
SLE,IgM,14,-0.6785714285714286,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.35000000000000003,8.957142857142857
SLE,IgM,15,-0.7933333333333333,0.13333333333333333,0.13333333333333333,0.3333333333333333,0.39333333333333337,8.44
SLE,IgM,15,-0.5,0.06666666666666667,0.13333333333333333,0.3333333333333333,0.39333333333333337,8.22
SLE,IgM,15,0.02666666666666667,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.6533333333333334,8.373333333333333
SLE,IgM,15,0.62,0.06666666666666667,0.13333333333333333,0.06666666666666667,1.1066666666666667,8.173333333333334
SLE,IgM,15,-1.4066666666666667,0.26666666666666666,0.13333333333333333,0.3333333333333333,0.39333333333333337,9.166666666666666
SLE,IgM,15,-0.66,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.46,9.226666666666667
SLE,IgM,15,-0.4733333333333334,0.13333333333333333,0.06666666666666667,0.2,0.6533333333333334,8.313333333333334
SLE,IgM,14,0.5928571428571429,0.07142857142857142,0.14285714285714285,0,0.6285714285714287,8.05
SLE,IgM,15,-0.78,0.2,0.2,0.2,0.6533333333333334,8.933333333333334
SLE,IgM,15,-0.05333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.7799999999999999,8.466666666666667
SLE,IgM,15,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.3333333333333333,0.7799999999999999,7.760000000000001
SLE,IgM,15,0.2733333333333333,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.6533333333333334,7.826666666666667
SLE,IgM,15,-0.36000000000000004,0.13333333333333333,0.2,0.06666666666666667,0.7799999999999999,8.879999999999999
SLE,IgM,15,0.5333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,1.1066666666666667,7.98
SLE,IgM,15,-1.3733333333333335,0.26666666666666666,0.2,0.26666666666666666,0.3266666666666667,9.266666666666667
SLE,IgM,15,-0.1466666666666667,0.26666666666666666,0.06666666666666667,0.2,0.7133333333333333,8.446666666666667
SLE,IgM,14,0.34285714285714286,0.07142857142857142,0.07142857142857142,0.07142857142857142,1.1142857142857143,7.957142857142857
SLE,IgG,15,0.29333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.9133333333333334,8.4
SLE,IgM,15,-0.84,0.13333333333333333,0.13333333333333333,0.2,0.5866666666666667,8.566666666666666
SLE,IgM,15,-0.48000000000000004,0.13333333333333333,0.2,0.13333333333333333,0.7133333333333333,8.726666666666667
SLE,IgM,14,-0.7000000000000001,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.7642857142857142,8.7
SLE,IgM,15,0.1733333333333333,0,0.13333333333333333,0.2,0.6533333333333334,8.28
HC,IgD,14,-0.22142857142857145,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.41428571428571426,8
SLE,IgM,14,-0.9928571428571429,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.2785714285714286,8.635714285714286
SLE,IgG,15,-0.25333333333333335,0.06666666666666667,0.13333333333333333,0.26666666666666666,0.6533333333333334,8.186666666666666
SLE,IgG,15,-0.36000000000000004,0.13333333333333333,0.2,0.06666666666666667,0.7799999999999999,8.879999999999999
SLE,IgG,15,1.0133333333333334,0.06666666666666667,0.13333333333333333,0.06666666666666667,1.2333333333333334,8.066666666666666
SLE,IgM,14,-0.20714285714285716,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.5571428571428572,8.128571428571428
HC,IgG,15,0.12666666666666665,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.9133333333333333,8.526666666666667
SLE,IgM,14,-0.75,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.42142857142857143,8.328571428571427
HC,IgG,15,0.66,0.13333333333333333,0.06666666666666667,0.06666666666666667,1.4933333333333332,7.7266666666666675
SLE,IgA,15,-0.5466666666666666,0.13333333333333333,0.13333333333333333,0,0.7799999999999999,9.06
SLE,IgG,15,-0.15333333333333335,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.7866666666666667,8.5
SLE,IgM,15,-0.8733333333333334,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.06666666666666667,8.446666666666667
SLE,IgM,15,-0.5066666666666666,0.06666666666666667,0.2,0.2,0.39333333333333337,8.573333333333332
SLE,IgM,14,-1.092857142857143,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2785714285714286,8.442857142857143
SLE,IgG,15,0.0933333333333333,0.06666666666666667,0.06666666666666667,0.2,0.5866666666666667,7.666666666666667
SLE,IgG,15,-0.7266666666666667,0.2,0.06666666666666667,0.06666666666666667,0.7799999999999999,8.653333333333334
SLE,IgM,15,0.5866666666666666,0.06666666666666667,0,0.06666666666666667,0.9133333333333333,7.793333333333333
SLE,IgM,14,-0.12142857142857144,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.7642857142857142,7.864285714285714
SLE,IgD,15,-0.44000000000000006,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.5866666666666667,8.533333333333333
SLE,IgM,15,-0.41333333333333333,0.2,0.13333333333333333,0.06666666666666667,0.9133333333333333,8.586666666666668
SLE,IgM,15,-0.76,0.06666666666666667,0.2,0.4,0.3266666666666667,8.206666666666667
HC,IgG,15,0.5133333333333333,0.06666666666666667,0.13333333333333333,0.13333333333333333,1.3066666666666669,7.86
SLE,IgM,15,-0.5399999999999999,0.13333333333333333,0.06666666666666667,0.2,0.8466666666666666,8.093333333333334
SLE,IgM,14,-0.1928571428571429,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.8357142857142856,7.857142857142857
SLE,IgM,15,-0.32000000000000006,0.06666666666666667,0.06666666666666667,0.2,0.39333333333333337,8.36
SLE,IgM,15,-0.9600000000000001,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.3266666666666667,8.426666666666668
SLE,IgM,15,-0.12666666666666668,0.13333333333333333,0,0.13333333333333333,0.7133333333333333,8.166666666666666
SLE,IgG,15,-1.0733333333333335,0.2,0.06666666666666667,0.3333333333333333,0.5866666666666667,7.906666666666666
HC,IgM,15,0.5866666666666666,0.13333333333333333,0.06666666666666667,0,1.4333333333333333,7.906666666666666
HC,IgM,15,-0.5333333333333333,0.2,0.06666666666666667,0.13333333333333333,0.6533333333333334,8.406666666666666
HC,IgM,15,-0.9333333333333333,0.2,0.06666666666666667,0.26666666666666666,0.3266666666666667,8.5
SLE,IgG,15,-1.1,0.13333333333333333,0.26666666666666666,0.26666666666666666,0.39333333333333337,9.013333333333332
SLE,IgM,14,0.1642857142857143,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.8357142857142856,8.092857142857143
SLE,IgD,15,0.7,0.13333333333333333,0.06666666666666667,0.13333333333333333,1.3066666666666669,7.88
SLE,IgG,15,-1.2933333333333334,0.2,0.06666666666666667,0.06666666666666667,0.3266666666666667,9.026666666666667
SLE,IgD,15,0.08666666666666666,0.2,0.13333333333333333,0.13333333333333333,1.1066666666666667,8.373333333333333
SLE,IgA,15,-0.9133333333333334,0.06666666666666667,0.26666666666666666,0.3333333333333333,0.39333333333333337,8.786666666666667
SLE,IgG,15,-0.7533333333333334,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.39333333333333337,8.78
SLE,IgM,14,-0.8785714285714287,0.21428571428571427,0.14285714285714285,0.2857142857142857,0.6285714285714287,8.642857142857142
SLE,IgM,15,-1.0066666666666668,0.13333333333333333,0.13333333333333333,0.2,0.06666666666666667,8.766666666666667
SLE,IgA,15,0.72,0.06666666666666667,0,0.13333333333333333,1.1733333333333333,7.526666666666667
HC,IgG,15,-0.7266666666666667,0.13333333333333333,0.06666666666666667,0.2,0.4533333333333333,8.606666666666666
SLE,IgG,15,1.24,0.13333333333333333,0.06666666666666667,0.2,1.3599999999999999,7.613333333333333
SLE,IgD,15,-1.0333333333333334,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.3266666666666667,8.82
SLE,IgG,15,-1.2533333333333334,0.13333333333333333,0.2,0.26666666666666666,0.26,9.066666666666666
